Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.0633981	uin-surakarta	0	1	LastDelay	0.0613981	61398.1	1	3
0.0633981	uin-surakarta	0	1	FullDelay	0.0613981	61398.1	1	3
0.0653981	uin-surakarta	0	2	LastDelay	0.0613981	61398.1	1	3
0.0653981	uin-surakarta	0	2	FullDelay	0.0613981	61398.1	1	3
0.0673981	uin-surakarta	0	3	LastDelay	0.0613981	61398.1	1	3
0.0673981	uin-surakarta	0	3	FullDelay	0.0613981	61398.1	1	3
0.0693981	uin-surakarta	0	4	LastDelay	0.0613981	61398.1	1	3
0.0693981	uin-surakarta	0	4	FullDelay	0.0613981	61398.1	1	3
0.0713981	uin-surakarta	0	5	LastDelay	0.0613981	61398.1	1	3
0.0713981	uin-surakarta	0	5	FullDelay	0.0613981	61398.1	1	3
0.0733981	uin-surakarta	0	6	LastDelay	0.0613981	61398.1	1	3
0.0733981	uin-surakarta	0	6	FullDelay	0.0613981	61398.1	1	3
0.0753981	uin-surakarta	0	7	LastDelay	0.0613981	61398.1	1	3
0.0753981	uin-surakarta	0	7	FullDelay	0.0613981	61398.1	1	3
0.0773981	uin-surakarta	0	8	LastDelay	0.0613981	61398.1	1	3
0.0773981	uin-surakarta	0	8	FullDelay	0.0613981	61398.1	1	3
0.0793981	uin-surakarta	0	9	LastDelay	0.0613981	61398.1	1	3
0.0793981	uin-surakarta	0	9	FullDelay	0.0613981	61398.1	1	3
0.0813981	uin-surakarta	0	10	LastDelay	0.0613981	61398.1	1	3
0.0813981	uin-surakarta	0	10	FullDelay	0.0613981	61398.1	1	3
0.0833981	uin-surakarta	0	11	LastDelay	0.0613981	61398.1	1	3
0.0833981	uin-surakarta	0	11	FullDelay	0.0613981	61398.1	1	3
0.0853981	uin-surakarta	0	12	LastDelay	0.0613981	61398.1	1	3
0.0853981	uin-surakarta	0	12	FullDelay	0.0613981	61398.1	1	3
0.0873981	uin-surakarta	0	13	LastDelay	0.0613981	61398.1	1	3
0.0873981	uin-surakarta	0	13	FullDelay	0.0613981	61398.1	1	3
0.0893981	uin-surakarta	0	14	LastDelay	0.0613981	61398.1	1	3
0.0893981	uin-surakarta	0	14	FullDelay	0.0613981	61398.1	1	3
0.0913981	uin-surakarta	0	15	LastDelay	0.0613981	61398.1	1	3
0.0913981	uin-surakarta	0	15	FullDelay	0.0613981	61398.1	1	3
0.0933981	uin-surakarta	0	16	LastDelay	0.0613981	61398.1	1	3
0.0933981	uin-surakarta	0	16	FullDelay	0.0613981	61398.1	1	3
0.0953981	uin-surakarta	0	17	LastDelay	0.0613981	61398.1	1	3
0.0953981	uin-surakarta	0	17	FullDelay	0.0613981	61398.1	1	3
0.0973981	uin-surakarta	0	18	LastDelay	0.0613981	61398.1	1	3
0.0973981	uin-surakarta	0	18	FullDelay	0.0613981	61398.1	1	3
0.0993981	uin-surakarta	0	19	LastDelay	0.0613981	61398.1	1	3
0.0993981	uin-surakarta	0	19	FullDelay	0.0613981	61398.1	1	3
0.101398	uin-surakarta	0	20	LastDelay	0.0613981	61398.1	1	3
0.101398	uin-surakarta	0	20	FullDelay	0.0613981	61398.1	1	3
0.103398	uin-surakarta	0	21	LastDelay	0.0613981	61398.1	1	3
0.103398	uin-surakarta	0	21	FullDelay	0.0613981	61398.1	1	3
0.105398	uin-surakarta	0	22	LastDelay	0.0613981	61398.1	1	3
