Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.0620648	uin-surakarta	0	1	LastDelay	0.0613981	61398.1	1	3
0.0620648	uin-surakarta	0	1	FullDelay	0.0613981	61398.1	1	3
0.0627314	uin-surakarta	0	2	LastDelay	0.0613981	61398.1	1	3
0.0627314	uin-surakarta	0	2	FullDelay	0.0613981	61398.1	1	3
0.0633981	uin-surakarta	0	3	LastDelay	0.0613981	61398.1	1	3
0.0633981	uin-surakarta	0	3	FullDelay	0.0613981	61398.1	1	3
0.0646312	uin-surakarta	0	4	LastDelay	0.0619646	61964.6	1	3
0.0646312	uin-surakarta	0	4	FullDelay	0.0619646	61964.6	1	3
0.0647314	uin-surakarta	0	5	LastDelay	0.0613981	61398.1	1	3
0.0647314	uin-surakarta	0	5	FullDelay	0.0613981	61398.1	1	3
0.0658644	uin-surakarta	0	6	LastDelay	0.0618644	61864.4	1	3
0.0658644	uin-surakarta	0	6	FullDelay	0.0618644	61864.4	1	3
0.0667314	uin-surakarta	0	8	LastDelay	0.0613981	61398.1	1	3
0.0667314	uin-surakarta	0	8	FullDelay	0.0613981	61398.1	1	3
0.0670975	uin-surakarta	0	7	LastDelay	0.0624309	62430.9	1	3
0.0670975	uin-surakarta	0	7	FullDelay	0.0624309	62430.9	1	3
0.0680648	uin-surakarta	0	10	LastDelay	0.0613981	61398.1	1	3
0.0680648	uin-surakarta	0	10	FullDelay	0.0613981	61398.1	1	3
0.0683307	uin-surakarta	0	9	LastDelay	0.0623307	62330.7	1	3
0.0683307	uin-surakarta	0	9	FullDelay	0.0623307	62330.7	1	3
0.0692979	uin-surakarta	0	11	LastDelay	0.0619646	61964.6	1	3
0.0692979	uin-surakarta	0	11	FullDelay	0.0619646	61964.6	1	3
0.0695638	uin-surakarta	0	12	LastDelay	0.0615638	61563.8	1	3
0.0695638	uin-surakarta	0	12	FullDelay	0.0615638	61563.8	1	3
0.0705311	uin-surakarta	0	13	LastDelay	0.0618644	61864.4	1	3
0.0705311	uin-surakarta	0	13	FullDelay	0.0618644	61864.4	1	3
0.0713981	uin-surakarta	0	15	LastDelay	0.0613981	61398.1	1	3
0.0713981	uin-surakarta	0	15	FullDelay	0.0613981	61398.1	1	3
0.0717642	uin-surakarta	0	14	LastDelay	0.0624309	62430.9	1	3
0.0717642	uin-surakarta	0	14	FullDelay	0.0624309	62430.9	1	3
0.0726312	uin-surakarta	0	16	LastDelay	0.0619646	61964.6	1	3
0.0726312	uin-surakarta	0	16	FullDelay	0.0619646	61964.6	1	3
0.0738644	uin-surakarta	0	17	LastDelay	0.0625311	62531.1	1	3
0.0738644	uin-surakarta	0	17	FullDelay	0.0625311	62531.1	1	3
0.0750975	uin-surakarta	0	18	LastDelay	0.0630975	63097.5	1	3
0.0750975	uin-surakarta	0	18	FullDelay	0.0630975	63097.5	1	3
0.0753981	uin-surakarta	0	21	LastDelay	0.0613981	61398.1	1	3
0.0753981	uin-surakarta	0	21	FullDelay	0.0613981	61398.1	1	3
0.0763307	uin-surakarta	0	19	LastDelay	0.063664	63664	1	3
0.0763307	uin-surakarta	0	19	FullDelay	0.063664	63664	1	3
0.0775638	uin-surakarta	0	20	LastDelay	0.0642305	64230.5	1	3
0.0775638	uin-surakarta	0	20	FullDelay	0.0642305	64230.5	1	3
0.0787314	uin-surakarta	0	26	LastDelay	0.0613981	61398.1	1	3
0.0787314	uin-surakarta	0	26	FullDelay	0.0613981	61398.1	1	3
0.078797	uin-surakarta	0	22	LastDelay	0.0641303	64130.3	1	3
0.078797	uin-surakarta	0	22	FullDelay	0.0641303	64130.3	1	3
0.0799646	uin-surakarta	0	27	LastDelay	0.0619646	61964.6	1	3
0.0799646	uin-surakarta	0	27	FullDelay	0.0619646	61964.6	1	3
0.0800301	uin-surakarta	0	23	LastDelay	0.0646968	64696.8	1	3
0.0800301	uin-surakarta	0	23	FullDelay	0.0646968	64696.8	1	3
0.0812632	uin-surakarta	0	24	LastDelay	0.0652632	65263.2	1	3
0.0812632	uin-surakarta	0	24	FullDelay	0.0652632	65263.2	1	3
0.0813981	uin-surakarta	0	30	LastDelay	0.0613981	61398.1	1	3
0.0813981	uin-surakarta	0	30	FullDelay	0.0613981	61398.1	1	3
0.0824964	uin-surakarta	0	25	LastDelay	0.0658297	65829.7	1	3
0.0824964	uin-surakarta	0	25	FullDelay	0.0658297	65829.7	1	3
0.0826313	uin-surakarta	0	31	LastDelay	0.0619646	61964.6	1	3
0.0826313	uin-surakarta	0	31	FullDelay	0.0619646	61964.6	1	3
0.0837295	uin-surakarta	0	28	LastDelay	0.0650629	65062.9	1	3
0.0837295	uin-surakarta	0	28	FullDelay	0.0650629	65062.9	1	3
0.0838644	uin-surakarta	0	32	LastDelay	0.0625311	62531.1	1	3
0.0838644	uin-surakarta	0	32	FullDelay	0.0625311	62531.1	1	3
0.0849627	uin-surakarta	0	29	LastDelay	0.0656293	65629.3	1	3
0.0849627	uin-surakarta	0	29	FullDelay	0.0656293	65629.3	1	3
0.0850975	uin-surakarta	0	33	LastDelay	0.0630975	63097.5	1	3
0.0850975	uin-surakarta	0	33	FullDelay	0.0630975	63097.5	1	3
0.0861958	uin-surakarta	0	35	LastDelay	0.0628625	62862.5	1	3
0.0861958	uin-surakarta	0	35	FullDelay	0.0628625	62862.5	1	3
0.0863307	uin-surakarta	0	34	LastDelay	0.063664	63664	1	3
0.0863307	uin-surakarta	0	34	FullDelay	0.063664	63664	1	3
0.087429	uin-surakarta	0	36	LastDelay	0.0634289	63428.9	1	3
0.087429	uin-surakarta	0	36	FullDelay	0.0634289	63428.9	1	3
0.0886621	uin-surakarta	0	37	LastDelay	0.0639954	63995.4	1	3
0.0886621	uin-surakarta	0	37	FullDelay	0.0639954	63995.4	1	3
0.0898952	uin-surakarta	0	38	LastDelay	0.0645619	64561.9	1	3
0.0898952	uin-surakarta	0	38	FullDelay	0.0645619	64561.9	1	3
0.0900648	uin-surakarta	0	43	LastDelay	0.0613981	61398.1	1	3
0.0900648	uin-surakarta	0	43	FullDelay	0.0613981	61398.1	1	3
0.0911284	uin-surakarta	0	39	LastDelay	0.0651284	65128.4	1	3
0.0911284	uin-surakarta	0	39	FullDelay	0.0651284	65128.4	1	3
0.0912979	uin-surakarta	0	44	LastDelay	0.0619646	61964.6	1	3
0.0912979	uin-surakarta	0	44	FullDelay	0.0619646	61964.6	1	3
0.0923615	uin-surakarta	0	40	LastDelay	0.0656948	65694.8	1	3
0.0923615	uin-surakarta	0	40	FullDelay	0.0656948	65694.8	1	3
0.0925311	uin-surakarta	0	46	LastDelay	0.0618644	61864.4	1	3
0.0925311	uin-surakarta	0	46	FullDelay	0.0618644	61864.4	1	3
0.0935947	uin-surakarta	0	41	LastDelay	0.0662613	66261.3	1	3
0.0935947	uin-surakarta	0	41	FullDelay	0.0662613	66261.3	1	3
0.0947315	uin-surakarta	0	50	LastDelay	0.0613981	61398.1	1	3
0.0947315	uin-surakarta	0	50	FullDelay	0.0613981	61398.1	1	3
0.0948278	uin-surakarta	0	42	LastDelay	0.0668278	66827.8	1	3
0.0948278	uin-surakarta	0	42	FullDelay	0.0668278	66827.8	1	3
0.0960609	uin-surakarta	0	45	LastDelay	0.0660609	66060.9	1	3
0.0960609	uin-surakarta	0	45	FullDelay	0.0660609	66060.9	1	3
0.0972941	uin-surakarta	0	47	LastDelay	0.0659607	65960.7	1	3
0.0972941	uin-surakarta	0	47	FullDelay	0.0659607	65960.7	1	3
0.0973981	uin-surakarta	0	54	LastDelay	0.0613981	61398.1	1	3
0.0973981	uin-surakarta	0	54	FullDelay	0.0613981	61398.1	1	3
0.0985272	uin-surakarta	0	48	LastDelay	0.0665272	66527.2	1	3
0.0985272	uin-surakarta	0	48	FullDelay	0.0665272	66527.2	1	3
0.0986313	uin-surakarta	0	55	LastDelay	0.0619646	61964.6	1	3
0.0986313	uin-surakarta	0	55	FullDelay	0.0619646	61964.6	1	3
0.0997604	uin-surakarta	0	49	LastDelay	0.0670937	67093.7	1	3
0.0997604	uin-surakarta	0	49	FullDelay	0.0670937	67093.7	1	3
0.0998644	uin-surakarta	0	56	LastDelay	0.0625311	62531.1	1	3
0.0998644	uin-surakarta	0	56	FullDelay	0.0625311	62531.1	1	3
0.100994	uin-surakarta	0	51	LastDelay	0.0669935	66993.5	1	3
0.100994	uin-surakarta	0	51	FullDelay	0.0669935	66993.5	1	3
0.101098	uin-surakarta	0	58	LastDelay	0.0624309	62430.9	1	3
0.101098	uin-surakarta	0	58	FullDelay	0.0624309	62430.9	1	3
0.102227	uin-surakarta	0	52	LastDelay	0.06756	67560	1	3
